date,amm_busheling_midwest,hr_coil,alluminum,iron_ore,turkish_scrap,nue
12/28/09,170,355,1660,80,324,77
12/29/09,192,701,2407,154,197,68
12/30/09,388,438,1429,75,298,69
12/31/09,435,680,1306,48,357,45
1/1/10,511,590,3119,154,420,81
1/2/10,286,980,3032,91,447,66
1/3/10,398,469,2324,145,217,54
1/4/10,452,650,2166,149,407,68
1/5/10,197,657,2508,79,464,33
1/6/10,494,770,2576,73,263,30
1/7/10,493,674,1761,159,188,29
1/8/10,165,452,1440,44,398,31
1/9/10,447,911,1514,137,334,69
1/10/10,460,970,2631,151,453,70
1/11/10,409,928,1947,164,213,73
1/12/10,367,805,2381,37,350,32
1/13/10,247,991,3188,49,246,25
1/14/10,403,428,1695,139,343,45
1/15/10,469,1009,2733,43,461,71
1/16/10,172,861,2168,109,475,42
1/17/10,401,889,2075,51,324,59
1/18/10,471,739,3145,163,294,63
1/19/10,245,1003,3227,148,260,76
1/20/10,174,932,2907,163,195,52
1/21/10,279,916,1718,129,182,50
1/22/10,233,832,2970,101,412,55
1/23/10,404,669,1272,87,302,69
1/24/10,371,874,2672,189,503,59
1/25/10,274,779,1283,177,228,28
1/26/10,277,780,1693,135,315,62
1/27/10,306,629,2549,109,257,33
1/28/10,454,840,2157,154,190,76
1/29/10,510,895,2634,41,481,76
1/30/10,505,1006,1335,139,249,49
1/31/10,214,676,2496,191,221,52
2/1/10,211,621,1515,187,335,32
2/2/10,251,1039,2346,127,177,48
2/3/10,207,557,3145,70,467,53
2/4/10,514,1043,2190,132,181,75
2/5/10,252,883,1563,97,352,32
2/6/10,326,452,3097,146,285,27
2/7/10,236,805,2941,111,240,80
2/8/10,359,378,2528,162,355,82
2/9/10,425,560,1570,48,310,49
2/10/10,419,695,2795,191,219,67
2/11/10,477,539,2207,45,343,82
2/12/10,310,912,1874,143,229,48
2/13/10,175,425,1840,111,378,43
2/14/10,218,675,1367,49,487,69
2/15/10,417,1036,2806,40,331,80
2/16/10,461,484,1588,145,391,52
2/17/10,508,706,2235,68,327,56
2/18/10,313,805,1544,104,302,27
2/19/10,171,806,1596,191,340,56
2/20/10,305,416,2037,191,380,40
2/21/10,248,1035,2417,134,338,32
2/22/10,270,427,3036,129,365,59
2/23/10,349,949,2909,96,423,26
2/24/10,292,835,1586,187,416,67
2/25/10,439,360,1942,73,203,26
2/26/10,432,484,2644,169,300,25
2/27/10,230,1004,1313,80,396,79
2/28/10,477,573,2380,155,421,54
3/1/10,315,382,2094,71,419,80
3/2/10,474,859,1537,186,185,57
3/3/10,173,683,2517,142,203,28
3/4/10,236,478,2405,114,233,69
3/5/10,505,463,3002,190,400,67
3/6/10,225,1002,1893,70,178,55
3/7/10,200,1064,1812,99,343,33
3/8/10,176,779,1851,112,325,26
3/9/10,256,405,2299,148,248,34
3/10/10,167,990,1905,150,467,25
3/11/10,332,975,1492,183,433,52
3/12/10,336,937,1331,61,319,54
3/13/10,505,1034,1702,142,339,78
3/14/10,466,582,2138,88,489,35
3/15/10,467,869,1680,181,442,52
3/16/10,444,1055,2510,145,268,33
3/17/10,390,875,1761,79,330,30
3/18/10,337,749,2633,185,347,37
3/19/10,409,530,1411,67,488,62
3/20/10,415,759,3015,190,434,52
3/21/10,478,511,2112,74,374,61
3/22/10,506,908,1547,136,297,53
3/23/10,218,493,2463,112,331,78
3/24/10,337,415,3077,106,420,47
3/25/10,460,481,2662,52,353,63
3/26/10,244,803,2512,143,385,65
3/27/10,291,985,1629,186,250,80
3/28/10,181,546,3272,171,354,29
3/29/10,161,676,2026,86,231,50
3/30/10,185,559,1398,144,435,44
3/31/10,259,881,3026,179,487,51
4/1/10,393,977,2873,87,219,81
4/2/10,379,665,1855,128,491,28
4/3/10,461,918,1325,63,398,61
4/4/10,389,1069,1344,134,307,61
4/5/10,181,859,2913,59,460,72
4/6/10,423,837,3237,77,382,40
4/7/10,165,845,1914,126,338,44
4/8/10,233,445,2945,75,498,43
4/9/10,446,741,2736,150,470,72
4/10/10,366,947,2142,151,365,29
4/11/10,302,485,3028,47,398,27
4/12/10,279,1001,2065,161,272,51
4/13/10,212,477,2967,104,261,71
4/14/10,421,874,1810,116,242,78
4/15/10,486,727,2784,163,406,35
4/16/10,339,569,1888,76,201,73
4/17/10,187,842,3231,149,324,73
4/18/10,238,562,2823,186,353,41
4/19/10,416,614,2969,85,307,56
4/20/10,443,775,2308,133,416,76
4/21/10,315,424,2419,129,329,49
4/22/10,361,605,1527,128,458,31
4/23/10,246,965,1490,130,232,47
4/24/10,278,527,2634,188,432,75
4/25/10,227,1024,3259,79,221,61
4/26/10,217,992,2339,59,438,41
4/27/10,185,500,2132,50,335,35
4/28/10,294,702,2755,166,475,56
4/29/10,247,608,2275,183,346,50
4/30/10,282,420,3060,114,219,51
5/1/10,349,1071,2308,105,475,39
5/2/10,204,456,2406,190,191,75
5/3/10,213,629,3246,165,248,35
5/4/10,197,1006,1609,188,463,79
5/5/10,423,812,1711,101,324,29
5/6/10,495,512,2331,76,242,53
5/7/10,391,569,3269,126,305,61
5/8/10,461,552,1479,66,508,60
5/9/10,164,483,1729,47,344,43
5/10/10,365,393,3203,45,235,61
5/11/10,163,953,2220,78,222,29
5/12/10,497,739,1938,46,176,51
5/13/10,218,1032,1707,103,316,56
5/14/10,467,532,2780,45,204,70
5/15/10,496,946,2289,109,193,33
5/16/10,376,723,3074,104,173,44
5/17/10,185,473,1276,191,205,76
5/18/10,431,444,3046,128,493,59
5/19/10,185,1026,2231,101,316,30
5/20/10,312,428,2781,70,237,81
5/21/10,239,720,2055,120,435,63
5/22/10,492,419,2054,186,400,27
5/23/10,292,694,2770,82,485,25
5/24/10,363,414,2871,176,194,37
5/25/10,200,405,1284,111,269,34
5/26/10,289,602,1381,82,308,30
5/27/10,213,721,1265,56,349,32
5/28/10,386,1028,2166,72,210,47
5/29/10,505,651,1295,94,393,40
5/30/10,212,1011,3222,39,397,77
5/31/10,308,509,1957,82,465,38
6/1/10,465,500,1510,188,259,37
6/2/10,270,1060,1475,84,410,38
6/3/10,230,1056,2263,127,369,74
6/4/10,461,996,1438,103,360,47
6/5/10,212,795,2850,86,249,41
6/6/10,489,631,1759,130,300,29
6/7/10,454,736,2285,74,203,58
6/8/10,266,1041,3209,117,329,36
6/9/10,314,755,2044,77,303,74
6/10/10,473,718,2447,149,447,33
6/11/10,381,512,2935,163,420,45
6/12/10,492,775,3003,147,213,58
6/13/10,355,567,1482,49,323,68
6/14/10,480,535,2819,65,502,48
6/15/10,417,526,2876,94,462,73
6/16/10,418,854,1914,101,388,26
6/17/10,417,420,2721,81,458,43
6/18/10,501,665,2640,119,427,70
6/19/10,315,1043,2710,62,249,29
6/20/10,298,526,2497,64,202,47
6/21/10,161,398,2268,124,288,44
6/22/10,458,671,3011,120,208,82
6/23/10,262,642,2507,58,207,34
6/24/10,286,906,3018,41,323,81
6/25/10,313,533,2874,108,370,46
6/26/10,498,435,1493,111,456,49
6/27/10,215,528,2764,162,173,39
6/28/10,300,845,2846,60,410,73
6/29/10,361,1044,2351,106,353,31
6/30/10,204,773,1998,142,401,64
7/1/10,464,675,1552,99,355,67
7/2/10,229,417,3046,94,317,79
7/3/10,500,456,1625,57,279,64
7/4/10,265,870,1520,45,290,33
7/5/10,485,935,1512,166,407,62
7/6/10,411,583,2108,80,306,30
7/7/10,302,1043,2054,70,499,63
7/8/10,358,918,2796,185,358,71
7/9/10,330,428,2724,139,351,65
7/10/10,223,977,2953,166,243,51
7/11/10,510,524,1655,59,202,69
7/12/10,268,705,1880,135,445,46
7/13/10,173,455,2640,59,360,75
7/14/10,205,852,2769,68,226,55
7/15/10,385,443,3143,176,220,79
7/16/10,221,822,1641,125,267,65
7/17/10,239,374,1773,135,193,67
7/18/10,458,646,1920,55,442,46
7/19/10,438,458,3043,98,170,64
7/20/10,382,587,2792,97,428,49
7/21/10,414,844,2675,64,238,59
7/22/10,395,483,1363,144,269,54
7/23/10,479,1006,2929,179,245,33
7/24/10,261,1036,2302,64,485,41
7/25/10,269,498,2496,114,387,80
7/26/10,374,1058,2503,179,281,42
7/27/10,289,771,2519,102,371,79
7/28/10,229,945,1604,143,467,29
7/29/10,422,893,2452,72,433,40
7/30/10,511,689,2346,49,279,70
7/31/10,187,766,2466,132,415,36
8/1/10,453,817,2976,60,263,26
8/2/10,168,770,2131,91,293,42
8/3/10,399,525,1756,127,448,45
8/4/10,344,709,2447,160,209,65
8/5/10,395,1023,2103,79,247,30
8/6/10,370,424,1719,142,365,34
8/7/10,506,1016,2125,37,303,70
8/8/10,502,736,2853,94,188,27
8/9/10,378,826,2160,99,472,39
8/10/10,256,711,3010,104,407,51
8/11/10,193,1070,1374,167,437,52
8/12/10,232,444,2952,188,280,53
8/13/10,271,743,2641,126,332,35
8/14/10,237,815,1487,125,364,61
8/15/10,224,559,1942,110,224,50
8/16/10,323,847,1609,93,268,61
8/17/10,220,577,2652,40,494,26
8/18/10,430,803,3048,79,356,51
8/19/10,341,665,3067,126,179,51
8/20/10,296,553,1549,86,175,76
8/21/10,194,882,1433,167,306,39
8/22/10,224,735,2037,163,486,40
8/23/10,395,939,3035,148,261,58
8/24/10,430,641,2776,110,462,47
8/25/10,332,516,3124,63,296,77
8/26/10,220,747,1366,98,307,31
8/27/10,220,360,2925,167,273,58
8/28/10,508,656,2746,93,485,52
8/29/10,230,813,3220,77,299,75
8/30/10,217,660,2944,123,307,31
8/31/10,298,647,2150,56,361,53
9/1/10,344,551,1941,108,422,50
9/2/10,222,684,1853,177,365,79
9/3/10,405,712,3071,169,414,82
9/4/10,420,436,1895,66,238,31
9/5/10,387,750,2039,182,246,35
9/6/10,161,716,3034,93,463,39
9/7/10,500,547,1416,78,486,57
9/8/10,430,750,2923,162,273,69
9/9/10,302,380,2077,82,276,33
9/10/10,432,633,1589,109,339,31
9/11/10,425,718,2384,179,232,67
9/12/10,182,442,2337,167,400,81
9/13/10,391,533,3092,121,394,75
9/14/10,198,868,2080,79,319,28
9/15/10,335,796,2093,120,237,33
9/16/10,342,905,3052,130,241,61
9/17/10,173,903,1857,130,384,46
9/18/10,419,659,2656,166,239,52
9/19/10,383,988,1261,175,215,29
9/20/10,357,839,2158,54,465,54
9/21/10,491,945,1994,69,317,68
9/22/10,282,394,3158,163,328,57
9/23/10,234,573,3237,142,244,57
9/24/10,205,972,2510,98,324,77
9/25/10,202,456,2581,137,423,41
9/26/10,285,472,1655,183,495,46
9/27/10,334,762,2647,169,387,65
9/28/10,318,789,3152,155,437,27
9/29/10,182,750,1854,86,266,27
9/30/10,334,1064,2554,46,435,34
10/1/10,255,872,2848,81,493,51
10/2/10,320,1060,2234,145,398,78
10/3/10,372,657,3111,118,376,44
10/4/10,475,669,1600,126,354,38
10/5/10,264,581,1984,167,281,78
10/6/10,227,519,2865,177,486,38
10/7/10,236,473,2866,43,422,56
10/8/10,330,588,3000,128,482,46
10/9/10,205,887,2583,189,366,61
10/10/10,504,802,1695,52,456,29
10/11/10,415,685,1437,129,321,56
10/12/10,420,788,2103,119,186,68
10/13/10,453,825,2173,59,504,69
10/14/10,247,474,3184,39,223,82
10/15/10,498,546,1719,86,228,53
10/16/10,380,1018,2284,123,482,59
10/17/10,265,977,1427,173,256,44
10/18/10,193,699,2544,152,376,71
10/19/10,501,550,2092,45,181,34
10/20/10,502,698,1673,81,181,60
10/21/10,218,939,1612,158,451,59
10/22/10,206,390,1353,58,428,68
10/23/10,347,775,1318,163,480,27
10/24/10,483,842,2463,142,397,37
10/25/10,240,1047,1798,111,452,53
10/26/10,203,721,2446,54,296,76
10/27/10,193,416,2504,123,247,82
10/28/10,173,526,2880,114,446,56
10/29/10,231,449,2009,125,269,25
10/30/10,174,862,1925,122,460,47
10/31/10,225,471,1546,127,291,75
11/1/10,358,849,2308,151,427,32
11/2/10,318,568,1328,54,365,25
11/3/10,496,473,2580,167,192,39
11/4/10,260,1060,3073,106,198,41
11/5/10,330,968,2024,78,212,30
11/6/10,249,717,2792,39,342,54
11/7/10,277,468,2312,90,430,53
11/8/10,238,763,3203,51,383,72
11/9/10,344,469,2026,120,204,30
11/10/10,264,894,1954,141,281,52
11/11/10,385,1035,1817,65,244,63
11/12/10,255,596,2992,189,276,69
11/13/10,489,410,2127,161,235,59
11/14/10,398,567,1701,129,179,62
11/15/10,192,667,2545,68,436,69
11/16/10,412,635,2400,61,343,71
11/17/10,385,688,3175,105,372,73
11/18/10,351,746,1665,78,270,46
11/19/10,460,790,1365,165,181,69
11/20/10,418,916,2513,44,495,32
11/21/10,187,901,1747,167,447,33
11/22/10,256,795,1588,59,398,53
11/23/10,399,531,2084,49,398,66
11/24/10,307,667,2912,187,262,34
11/25/10,438,410,2836,62,190,51
11/26/10,359,934,1350,110,395,51
11/27/10,383,955,2221,120,462,59
11/28/10,376,983,2190,66,198,74
11/29/10,178,743,2629,53,184,32
11/30/10,513,559,1439,76,500,53
12/1/10,282,805,2788,105,322,61
12/2/10,452,748,2900,100,330,78
12/3/10,485,543,2602,190,490,65
12/4/10,499,394,2918,135,502,38
12/5/10,416,666,1848,73,378,69
12/6/10,330,761,1397,56,377,78
12/7/10,289,889,2895,38,458,47
12/8/10,364,984,2036,50,251,44
12/9/10,430,525,1369,68,211,78
12/10/10,189,734,2758,185,336,34
12/11/10,235,815,2758,147,490,27
12/12/10,314,625,2808,45,419,46
12/13/10,444,1030,1667,123,171,28
12/14/10,381,900,2772,38,340,47
12/15/10,489,980,2894,92,413,38
12/16/10,471,703,2556,170,371,37
12/17/10,427,372,2753,169,373,34
12/18/10,330,937,1769,88,404,39
12/19/10,404,382,2842,98,337,29
12/20/10,357,974,2957,158,431,46
12/21/10,370,1013,2612,65,491,64
12/22/10,351,553,1773,53,410,82
12/23/10,245,1075,2802,41,507,29
12/24/10,198,844,2997,149,476,41
12/25/10,164,834,3273,149,301,49
12/26/10,455,815,1854,144,366,46
12/27/10,494,680,3155,42,344,70
12/28/10,450,609,2421,138,246,37
12/29/10,284,663,1940,178,194,26
12/30/10,402,956,2962,167,297,79
12/31/10,266,639,1673,87,218,37
1/1/11,462,632,1561,113,339,31
1/2/11,366,414,1685,81,336,77
1/3/11,197,1025,1404,133,383,78
1/4/11,505,665,2625,76,304,30
1/5/11,388,648,1912,46,452,72
1/6/11,229,742,1421,111,263,73
1/7/11,203,519,2394,145,369,29
1/8/11,186,814,1549,171,178,50
1/9/11,217,387,2565,138,216,64
1/10/11,479,375,1268,179,219,52
1/11/11,188,755,2208,139,234,75
1/12/11,212,807,1685,123,501,63
1/13/11,424,926,1291,76,303,34
1/14/11,269,513,1593,138,325,30
1/15/11,230,806,2072,43,180,27
1/16/11,292,608,1944,95,177,41
1/17/11,177,393,1732,177,509,48
1/18/11,188,488,2739,149,215,56
1/19/11,320,661,2056,80,388,45
1/20/11,342,874,2104,68,185,39
1/21/11,455,926,2800,57,441,29
1/22/11,499,886,2481,85,204,49
1/23/11,296,576,2520,133,190,34
1/24/11,161,945,2995,164,250,37
1/25/11,451,884,2266,158,343,45
1/26/11,322,779,2820,94,208,73
1/27/11,486,365,3213,149,314,34
1/28/11,278,484,2937,69,217,33
1/29/11,163,499,1880,190,195,76
1/30/11,355,957,2330,77,366,31
1/31/11,481,977,3213,42,486,58
2/1/11,274,546,1610,80,235,33
2/2/11,387,812,2838,42,371,77
2/3/11,392,673,2659,100,422,46
2/4/11,424,964,2344,39,259,74
2/5/11,425,1016,2159,141,219,43
2/6/11,351,462,2365,137,264,66
2/7/11,222,375,1665,114,170,38
2/8/11,447,918,2321,183,316,69
2/9/11,273,990,1794,99,216,64
2/10/11,359,846,1608,94,322,64
2/11/11,295,391,2658,83,300,76
2/12/11,172,371,2408,130,508,50
2/13/11,321,941,2922,117,175,80
2/14/11,401,447,2584,148,509,48
2/15/11,245,531,2051,90,252,44
2/16/11,455,693,2233,87,423,72
2/17/11,498,556,2435,162,491,59
2/18/11,268,586,1755,159,499,36
2/19/11,395,623,2343,187,269,60
2/20/11,409,368,2865,133,352,40
2/21/11,176,489,3169,73,426,53
2/22/11,207,770,1571,89,400,28
2/23/11,380,495,1366,179,268,40
2/24/11,352,705,2036,117,193,33
2/25/11,339,586,2259,42,219,25
2/26/11,383,971,1833,174,450,30
2/27/11,271,833,2225,120,476,42
2/28/11,462,621,2223,80,311,77
3/1/11,307,522,1579,57,418,72
3/2/11,367,1028,1434,141,347,36
3/3/11,265,779,2431,165,238,38
3/4/11,242,693,1456,146,350,75
3/5/11,201,1061,2803,162,289,29
3/6/11,287,374,1278,151,344,68
3/7/11,313,493,3116,177,223,40
3/8/11,197,1064,1901,102,355,63
3/9/11,403,953,2070,119,470,72
3/10/11,286,632,1665,39,290,69
3/11/11,436,846,3161,98,359,64
3/12/11,344,810,2985,39,294,34
3/13/11,231,779,1473,72,374,40
3/14/11,229,587,3133,165,384,78
3/15/11,173,511,1481,189,194,44
3/16/11,493,426,1289,126,235,48
3/17/11,268,517,1324,146,233,56
3/18/11,216,459,1291,152,291,34
3/19/11,260,629,2787,181,189,37
3/20/11,369,535,2620,191,509,48
3/21/11,440,961,1487,43,338,32
3/22/11,444,451,1387,92,466,62
3/23/11,415,407,2666,57,300,55
3/24/11,419,781,2388,75,257,68
3/25/11,322,871,2516,71,325,81
3/26/11,422,982,2485,104,228,41
3/27/11,470,684,1483,190,487,56
3/28/11,234,1068,2547,110,379,30
3/29/11,360,790,1755,142,457,66
3/30/11,435,877,1663,126,243,32
3/31/11,322,578,1332,83,277,68
4/1/11,497,458,1403,129,188,50
4/2/11,475,556,1394,166,265,59
4/3/11,393,403,1336,110,401,38
4/4/11,371,546,2888,74,391,31
4/5/11,358,392,1554,69,441,76
4/6/11,202,820,2248,191,339,36
4/7/11,344,801,1890,138,241,59
4/8/11,346,446,3122,78,365,49
4/9/11,344,746,1967,163,320,51
4/10/11,250,917,2857,82,214,52
4/11/11,421,906,1833,111,358,56
4/12/11,454,843,2556,175,440,50
4/13/11,504,697,2246,104,489,76
4/14/11,393,936,1910,138,462,50
4/15/11,410,488,2209,93,236,81
4/16/11,394,561,2449,39,288,62
4/17/11,300,437,2357,69,283,43
4/18/11,234,426,1310,183,373,29
4/19/11,473,483,1987,165,255,60
4/20/11,360,574,2087,129,477,31
4/21/11,322,568,3206,69,215,81
4/22/11,243,962,2808,130,484,56
4/23/11,224,752,1477,90,508,55
4/24/11,224,846,1614,141,416,72
4/25/11,402,857,3190,191,286,33
4/26/11,255,920,2570,148,346,56
4/27/11,246,779,2682,64,297,27
4/28/11,169,1006,2898,134,384,82
4/29/11,226,765,3274,143,485,37
4/30/11,439,774,2173,158,288,63
5/1/11,251,920,2087,84,323,48
5/2/11,385,919,1519,41,206,45
5/3/11,406,917,2855,125,401,44
5/4/11,397,504,2320,84,443,56
5/5/11,304,614,2982,161,221,46
5/6/11,399,367,2905,150,445,71
5/7/11,434,981,1811,47,185,74
5/8/11,412,751,3287,181,315,62
5/9/11,482,784,1771,132,304,38
5/10/11,262,569,2850,119,396,30
5/11/11,423,1072,2831,71,377,78
5/12/11,166,370,1380,107,439,35
5/13/11,319,451,2508,191,279,52
5/14/11,369,603,1916,68,220,49
5/15/11,201,389,2775,37,354,68
5/16/11,419,1003,2140,117,297,47
5/17/11,443,760,2911,116,447,70
5/18/11,462,613,1475,97,415,31
5/19/11,279,375,1892,154,216,70
5/20/11,394,903,1339,67,387,52
5/21/11,455,710,3233,149,345,31
5/22/11,295,502,1786,73,475,40
5/23/11,374,664,2538,150,413,55
5/24/11,274,766,3233,105,292,56
5/25/11,191,546,1308,162,292,40
5/26/11,334,357,2858,157,188,72
5/27/11,422,673,2734,94,480,36
5/28/11,201,620,2402,177,306,57
5/29/11,422,1020,2464,88,203,74
5/30/11,249,1057,1559,182,379,65
5/31/11,509,842,1987,107,430,30
6/1/11,230,841,3156,69,173,37
6/2/11,198,801,2352,189,277,28
6/3/11,274,970,3250,151,376,44
6/4/11,359,388,2889,71,169,82
6/5/11,415,566,2539,75,175,44
6/6/11,489,540,2558,101,214,43
6/7/11,233,867,1435,65,322,32
6/8/11,432,370,3111,157,171,71
6/9/11,427,833,1317,173,260,34
6/10/11,490,629,2058,43,403,55
6/11/11,385,1062,1629,188,470,50
6/12/11,429,523,1716,139,308,48
6/13/11,480,880,1518,155,196,60
6/14/11,347,823,3290,166,459,44
6/15/11,473,600,1806,153,226,80
6/16/11,178,597,3274,179,492,61
6/17/11,391,765,2701,58,507,58
6/18/11,301,505,1420,190,238,68
6/19/11,508,607,2731,188,388,75
6/20/11,409,1006,2903,137,334,28
6/21/11,201,795,2836,55,401,70
6/22/11,206,573,2103,85,307,71
6/23/11,353,790,2110,95,416,66
6/24/11,320,727,1544,131,469,34
6/25/11,397,387,2881,134,363,82
6/26/11,326,745,2891,112,292,48
6/27/11,436,415,1836,69,432,25
6/28/11,170,677,2843,83,325,63
6/29/11,229,884,1266,160,215,54
6/30/11,358,531,1677,158,505,62
7/1/11,481,481,1599,142,220,33
7/2/11,399,1020,2483,95,232,35
7/3/11,260,787,1940,68,345,29
7/4/11,337,1015,3122,178,211,52
7/5/11,191,1027,1273,57,226,77
7/6/11,166,1036,1679,154,467,42
7/7/11,240,780,1751,128,230,50
7/8/11,454,789,3125,73,175,76
7/9/11,415,1018,2893,78,204,59
7/10/11,193,602,1309,174,370,80
7/11/11,228,666,1277,134,439,63
7/12/11,252,816,3042,164,469,64
7/13/11,347,495,3194,78,482,57
7/14/11,424,430,2906,94,241,58
7/15/11,462,601,2610,170,424,73
7/16/11,350,651,1884,37,413,28
7/17/11,351,473,1991,190,285,46
7/18/11,304,406,2534,83,404,74
7/19/11,206,606,1440,98,355,58
7/20/11,405,554,1336,151,344,45
7/21/11,392,426,2132,185,336,46
7/22/11,256,756,1656,139,351,68
7/23/11,232,698,2876,47,219,65
7/24/11,264,667,1545,160,243,55
7/25/11,359,1051,1738,122,402,74
7/26/11,174,863,2418,67,371,60
7/27/11,320,983,2635,116,319,66
7/28/11,313,657,2913,167,295,38
7/29/11,499,1015,2577,145,416,72
7/30/11,196,526,2160,89,278,82
7/31/11,294,1004,2437,117,220,54
8/1/11,312,437,1732,186,218,31
8/2/11,164,742,2774,109,373,68
8/3/11,274,824,1947,74,385,63
8/4/11,341,1025,2824,44,192,48
8/5/11,348,707,2432,109,331,40
8/6/11,292,619,1307,85,198,55
8/7/11,491,416,2623,94,240,74
8/8/11,362,548,2735,113,482,69
8/9/11,460,989,3066,68,508,53
8/10/11,166,397,2480,114,207,39
8/11/11,514,460,1291,184,169,25
8/12/11,239,794,1960,41,276,47
8/13/11,165,670,2949,42,428,75
8/14/11,336,900,1965,87,483,28
8/15/11,479,536,2361,125,432,65
8/16/11,316,499,2891,71,353,30
8/17/11,262,792,2935,139,391,82
8/18/11,269,1072,2546,87,261,78
8/19/11,233,703,3037,63,287,78
8/20/11,214,758,2426,65,329,78
8/21/11,237,1021,1670,124,176,50
8/22/11,319,997,2577,79,341,71
8/23/11,377,828,2869,99,418,76
8/24/11,350,687,2904,185,329,68
8/25/11,434,828,2016,105,450,34
8/26/11,396,911,2239,103,294,81
8/27/11,180,990,2909,123,504,68
8/28/11,494,945,1686,60,183,71
8/29/11,339,840,1957,181,362,70
8/30/11,243,764,1429,48,235,75
8/31/11,277,670,2978,102,375,53
9/1/11,230,828,1892,59,404,58
9/2/11,203,448,2680,87,400,61
9/3/11,316,837,2381,52,287,72
9/4/11,461,654,2162,54,436,78
9/5/11,288,1057,1843,101,177,42
9/6/11,402,679,2590,106,358,75
9/7/11,449,748,2125,180,436,29
9/8/11,203,1028,1896,145,256,36
9/9/11,451,854,2793,42,441,70
9/10/11,204,1044,3167,158,339,79
9/11/11,366,463,1308,122,343,64
9/12/11,398,983,2166,129,217,33
9/13/11,164,1073,2091,177,171,62
9/14/11,172,962,2864,120,506,29
9/15/11,363,604,2272,158,210,73
9/16/11,381,675,3040,59,289,72
9/17/11,488,394,3101,60,483,37
9/18/11,393,927,3209,73,213,62
9/19/11,398,615,1526,109,398,53
9/20/11,468,811,2100,130,297,68
9/21/11,373,1055,2025,103,220,81
9/22/11,513,429,3019,49,238,53
9/23/11,507,457,3187,140,339,42
9/24/11,406,939,1716,121,337,60
9/25/11,269,977,1463,139,495,43
9/26/11,426,490,2559,119,323,60
9/27/11,491,397,3276,47,172,67
9/28/11,501,449,2256,38,358,80
9/29/11,291,621,3194,157,258,47
9/30/11,337,621,3145,164,257,56
10/1/11,318,799,2362,45,207,49
10/2/11,464,673,1691,85,279,26
10/3/11,278,460,2053,116,207,76
10/4/11,249,712,2181,128,469,67
10/5/11,428,866,2236,157,266,57
10/6/11,217,760,1759,114,348,77
10/7/11,350,566,1559,103,277,36
10/8/11,194,987,3011,183,445,34
10/9/11,184,681,2954,90,399,65
10/10/11,374,418,2721,48,492,38
10/11/11,407,511,2662,110,341,52
10/12/11,318,502,1737,83,391,37
10/13/11,467,949,2134,72,350,64
10/14/11,320,393,3108,131,451,75
10/15/11,447,597,1994,64,270,67
10/16/11,447,567,2852,127,416,76
10/17/11,411,540,1394,56,389,72
10/18/11,458,536,2402,40,314,25
10/19/11,211,835,2226,177,172,43
10/20/11,495,506,1984,132,278,37
10/21/11,282,543,3110,124,187,61
10/22/11,166,604,1387,90,425,60
10/23/11,337,995,1472,72,404,25
10/24/11,515,918,1888,63,272,48
10/25/11,347,400,2750,154,199,60
10/26/11,193,1039,2742,45,459,47
10/27/11,310,594,2590,103,436,52
10/28/11,311,1062,3236,68,276,79
10/29/11,211,1023,3173,99,439,46
10/30/11,453,552,2516,109,367,32
10/31/11,171,656,2149,170,349,32
11/1/11,170,482,1773,106,283,42
11/2/11,419,512,2948,133,372,61
11/3/11,197,671,1753,54,339,72
11/4/11,252,594,2319,134,210,69
11/5/11,200,881,2367,100,380,75
11/6/11,161,573,2765,56,178,43
11/7/11,507,463,1277,124,312,74
11/8/11,205,493,1872,140,259,51
11/9/11,453,482,1711,58,195,49
11/10/11,419,368,1758,109,285,57
11/11/11,230,397,1842,135,279,81
11/12/11,187,472,2208,190,258,45
11/13/11,302,521,1541,153,359,61
11/14/11,265,656,1580,138,331,55
11/15/11,305,770,1454,177,245,36
11/16/11,261,1005,2923,107,491,69
11/17/11,244,452,2640,98,343,68
11/18/11,473,630,2777,179,201,48
11/19/11,435,480,1391,125,236,51
11/20/11,285,448,2657,168,274,68
11/21/11,168,952,1357,64,458,54
11/22/11,329,912,1942,84,177,74
11/23/11,478,377,2410,183,502,49
11/24/11,332,791,3047,92,371,28
11/25/11,267,848,2388,134,381,26
11/26/11,259,540,2552,154,427,25
11/27/11,364,933,3085,40,259,26
11/28/11,501,943,2369,65,220,81
11/29/11,200,417,1797,137,502,61
11/30/11,378,507,2896,191,415,76
12/1/11,368,990,1389,171,340,71
12/2/11,203,740,1859,86,177,65
12/3/11,254,444,2336,131,361,75
12/4/11,268,359,2444,37,493,73
12/5/11,219,649,3088,53,500,63
12/6/11,507,1023,1682,149,456,61
12/7/11,514,926,1268,46,211,26
12/8/11,434,933,2196,162,378,41
12/9/11,482,934,2775,122,482,60
12/10/11,302,650,2013,101,274,79
12/11/11,279,822,1858,124,196,28
12/12/11,486,859,1821,117,283,56
12/13/11,327,422,1578,109,252,65
12/14/11,168,443,1325,97,317,75
12/15/11,310,520,1405,188,218,78
12/16/11,336,619,2001,164,222,66
12/17/11,234,813,2846,101,189,73
12/18/11,179,472,2998,89,415,72
12/19/11,507,659,1475,100,355,80
12/20/11,395,757,2855,91,404,25
12/21/11,268,367,2030,171,425,77
12/22/11,454,751,1848,189,270,45
12/23/11,169,878,3080,123,273,37
12/24/11,240,401,2955,65,243,61
12/25/11,407,728,1625,177,174,70
12/26/11,456,1018,1963,37,319,65
12/27/11,446,1026,2412,80,231,61
